VentaID,Fecha,TiendaID,EmpleadoID,ProductoID,Cantidad,PrecioUnitario,PrecioTotal
639,20240108,4,30,73,1,27000.0,27000.0
639,20240108,4,30,93,1,284000.0,284000.0
640,20240515,5,33,53,2,328000.0,656000.0
641,20240605,3,9,37,2,502000.0,1004000.0
641,20240605,3,9,45,1,399000.0,399000.0
641,20240605,3,9,89,1,30000.0,30000.0
641,20240605,3,9,100,2,383000.0,766000.0
642,20240122,3,39,88,2,152000.0,304000.0
643,20240616,4,59,13,2,526000.0,1052000.0
643,20240616,4,59,29,2,158000.0,316000.0
643,20240616,4,59,33,1,285000.0,285000.0
643,20240616,4,59,78,1,366000.0,366000.0
644,20240424,1,27,81,1,356000.0,356000.0
645,20240102,5,55,44,2,464000.0,928000.0
646,20240906,3,9,36,1,796000.0,796000.0
646,20240906,3,9,45,2,399000.0,798000.0
647,20241102,2,11,48,5,152000.0,760000.0
648,20240528,2,66,16,2,63000.0,126000.0
649,20240409,5,33,17,1,31000.0,31000.0
649,20240409,5,33,44,2,464000.0,928000.0
649,20240409,5,33,62,3,132000.0,396000.0
650,20241004,2,66,2,4,649000.0,2596000.0
651,20240303,4,59,92,1,872000.0,872000.0
652,20240819,4,59,26,1,772000.0,772000.0
652,20240819,4,59,61,2,96000.0,192000.0
652,20240819,4,59,71,1,93000.0,93000.0
653,20241209,4,59,67,2,43000.0,86000.0
653,20241209,4,59,91,2,491000.0,982000.0
654,20240203,2,26,45,3,399000.0,1197000.0
655,20240310,1,52,24,1,575000.0,575000.0
656,20240917,2,11,94,1,32000.0,32000.0
657,20240518,3,56,37,1,502000.0,502000.0
658,20240218,5,70,50,2,176000.0,352000.0
658,20240218,5,70,63,1,206000.0,206000.0
659,20240403,4,42,92,1,872000.0,872000.0
660,20241107,2,66,14,2,105000.0,210000.0
660,20241107,2,66,76,2,177000.0,354000.0
661,20240830,4,30,8,2,210000.0,420000.0
661,20240830,4,30,29,5,158000.0,790000.0
661,20240830,4,30,61,1,96000.0,96000.0
661,20240830,4,30,87,1,30000.0,30000.0
662,20240614,4,35,12,1,669000.0,669000.0
663,20240308,2,47,66,1,342000.0,342000.0
663,20240308,2,47,71,1,93000.0,93000.0
664,20241019,1,52,78,2,366000.0,732000.0
665,20241113,5,70,44,1,464000.0,464000.0
665,20241113,5,70,63,1,206000.0,206000.0
665,20241113,5,70,81,4,356000.0,1424000.0
665,20241113,5,70,96,1,365000.0,365000.0
665,20241113,5,70,99,5,660000.0,3300000.0
666,20240622,4,42,15,1,182000.0,182000.0
666,20240622,4,42,60,5,174000.0,870000.0
667,20240104,3,39,32,1,34000.0,34000.0
667,20240104,3,39,68,1,218000.0,218000.0
667,20240104,3,39,84,1,172000.0,172000.0
668,20240528,5,55,80,1,330000.0,330000.0
668,20240528,5,55,88,1,152000.0,152000.0
669,20240902,5,43,28,2,210000.0,420000.0
669,20240902,5,43,80,5,330000.0,1650000.0
669,20240902,5,43,94,3,32000.0,96000.0
670,20240513,2,66,20,2,694000.0,1388000.0
670,20240513,2,66,61,2,96000.0,192000.0
671,20240129,4,59,37,2,502000.0,1004000.0
671,20240129,4,59,40,2,464000.0,928000.0
671,20240129,4,59,46,1,575000.0,575000.0
671,20240129,4,59,78,4,366000.0,1464000.0
672,20240204,1,7,10,1,293000.0,293000.0
672,20240204,1,7,56,2,123000.0,246000.0
673,20241017,3,56,7,1,40000.0,40000.0
674,20240423,5,33,95,2,187000.0,374000.0
675,20240724,5,70,10,1,293000.0,293000.0
675,20240724,5,70,81,1,356000.0,356000.0
676,20241223,5,55,18,2,170000.0,340000.0
676,20241223,5,55,59,2,88000.0,176000.0
676,20241223,5,55,72,2,817000.0,1634000.0
676,20241223,5,55,80,1,330000.0,330000.0
677,20240920,2,66,7,1,40000.0,40000.0
677,20240920,2,66,65,2,218000.0,436000.0
678,20240419,4,35,47,2,40000.0,80000.0
679,20240811,2,11,45,1,399000.0,399000.0
680,20240205,3,29,89,2,30000.0,60000.0
681,20240701,5,70,66,1,342000.0,342000.0
681,20240701,5,70,70,1,291000.0,291000.0
682,20240924,1,27,32,1,34000.0,34000.0
682,20240924,1,27,38,4,133000.0,532000.0
682,20240924,1,27,41,1,490000.0,490000.0
682,20240924,1,27,42,1,88000.0,88000.0
682,20240924,1,27,65,1,218000.0,218000.0
683,20240405,2,26,16,5,63000.0,315000.0
683,20240405,2,26,58,2,98000.0,196000.0
683,20240405,2,26,79,2,342000.0,684000.0
683,20240405,2,26,94,2,32000.0,64000.0
684,20241220,1,52,10,1,293000.0,293000.0
685,20240728,4,30,56,1,123000.0,123000.0
686,20240319,4,42,34,1,76000.0,76000.0
687,20240623,5,70,43,1,315000.0,315000.0
688,20240717,2,47,4,1,473000.0,473000.0
688,20240717,2,47,29,2,158000.0,316000.0
688,20240717,2,47,33,5,285000.0,1425000.0
689,20240711,2,66,2,2,649000.0,1298000.0
689,20240711,2,66,37,1,502000.0,502000.0
689,20240711,2,66,45,4,399000.0,1596000.0
689,20240711,2,66,54,2,202000.0,404000.0
690,20240922,5,55,78,3,366000.0,1098000.0
690,20240922,5,55,96,1,365000.0,365000.0
691,20240319,1,52,3,2,32000.0,64000.0
691,20240319,1,52,70,2,291000.0,582000.0
691,20240319,1,52,86,1,119000.0,119000.0
691,20240319,1,52,89,1,30000.0,30000.0
692,20240114,2,47,29,2,158000.0,316000.0
692,20240114,2,47,51,1,35000.0,35000.0
692,20240114,2,47,52,2,26000.0,52000.0
692,20240114,2,47,59,1,88000.0,88000.0
693,20240531,2,47,51,2,35000.0,70000.0
693,20240531,2,47,79,2,342000.0,684000.0
694,20241018,3,39,5,2,498000.0,996000.0
694,20241018,3,39,57,1,16000.0,16000.0
695,20241107,2,47,73,1,27000.0,27000.0
696,20240615,5,43,23,2,449000.0,898000.0
696,20240615,5,43,32,1,34000.0,34000.0
696,20240615,5,43,89,1,30000.0,30000.0
696,20240615,5,43,97,3,184000.0,552000.0
697,20241210,1,52,13,5,526000.0,2630000.0
697,20241210,1,52,32,5,34000.0,170000.0
697,20241210,1,52,48,2,152000.0,304000.0
697,20241210,1,52,57,1,16000.0,16000.0
697,20241210,1,52,82,1,21000.0,21000.0
698,20240324,5,55,49,1,532000.0,532000.0
699,20241219,5,70,18,2,170000.0,340000.0
699,20241219,5,70,37,1,502000.0,502000.0
700,20240314,5,43,6,1,212000.0,212000.0
700,20240314,5,43,13,1,526000.0,526000.0
700,20240314,5,43,43,2,315000.0,630000.0
700,20240314,5,43,82,2,21000.0,42000.0
700,20240314,5,43,84,4,172000.0,688000.0
701,20241218,2,66,25,2,157000.0,314000.0
701,20241218,2,66,51,2,35000.0,70000.0
701,20241218,2,66,53,1,328000.0,328000.0
702,20240913,4,30,60,2,174000.0,348000.0
702,20240913,4,30,95,2,187000.0,374000.0
703,20240212,4,59,15,2,182000.0,364000.0
703,20240212,4,59,29,2,158000.0,316000.0
703,20240212,4,59,41,3,490000.0,1470000.0
704,20241027,2,26,20,2,694000.0,1388000.0
704,20241027,2,26,25,2,157000.0,314000.0
704,20241027,2,26,45,1,399000.0,399000.0
704,20241027,2,26,71,1,93000.0,93000.0
704,20241027,2,26,92,5,872000.0,4360000.0
705,20240628,4,35,28,2,210000.0,420000.0
706,20240531,5,33,95,2,187000.0,374000.0
707,20241106,3,56,100,1,383000.0,383000.0
708,20240422,1,36,15,1,182000.0,182000.0
708,20240422,1,36,31,2,130000.0,260000.0
708,20240422,1,36,57,2,16000.0,32000.0
709,20240910,1,52,81,3,356000.0,1068000.0
710,20240115,5,33,95,5,187000.0,935000.0
710,20240115,5,33,97,1,184000.0,184000.0
711,20241029,4,59,39,1,332000.0,332000.0
711,20241029,4,59,64,1,463000.0,463000.0
712,20240329,2,11,87,1,30000.0,30000.0
712,20240329,2,11,98,1,759000.0,759000.0
713,20240917,3,29,26,1,772000.0,772000.0
713,20240917,3,29,52,2,26000.0,52000.0
713,20240917,3,29,79,2,342000.0,684000.0
714,20241112,5,70,47,1,40000.0,40000.0
714,20241112,5,70,53,2,328000.0,656000.0
715,20240617,2,47,4,1,473000.0,473000.0
715,20240617,2,47,20,2,694000.0,1388000.0
715,20240617,2,47,29,1,158000.0,158000.0
715,20240617,2,47,39,1,332000.0,332000.0
715,20240617,2,47,65,3,218000.0,654000.0
716,20240508,5,55,8,2,210000.0,420000.0
717,20240511,2,66,4,1,473000.0,473000.0
717,20240511,2,66,17,1,31000.0,31000.0
717,20240511,2,66,31,3,130000.0,390000.0
717,20240511,2,66,86,1,119000.0,119000.0
718,20240816,3,9,15,1,182000.0,182000.0
718,20240816,3,9,74,2,138000.0,276000.0
719,20240913,5,70,89,2,30000.0,60000.0
720,20240303,2,47,92,1,872000.0,872000.0
721,20240228,2,66,33,3,285000.0,855000.0
721,20240228,2,66,65,2,218000.0,436000.0
721,20240228,2,66,66,1,342000.0,342000.0
722,20241129,3,29,18,2,170000.0,340000.0
722,20241129,3,29,85,1,109000.0,109000.0
723,20241103,5,70,8,1,210000.0,210000.0
723,20241103,5,70,18,1,170000.0,170000.0
723,20241103,5,70,57,2,16000.0,32000.0
723,20241103,5,70,70,1,291000.0,291000.0
724,20240917,5,55,61,1,96000.0,96000.0
725,20241004,1,27,8,1,210000.0,210000.0
725,20241004,1,27,33,3,285000.0,855000.0
725,20241004,1,27,38,1,133000.0,133000.0
725,20241004,1,27,81,2,356000.0,712000.0
726,20240528,2,66,12,2,669000.0,1338000.0
726,20240528,2,66,28,2,210000.0,420000.0
726,20240528,2,66,44,1,464000.0,464000.0
726,20240528,2,66,76,5,177000.0,885000.0
726,20240528,2,66,87,1,30000.0,30000.0
727,20240421,4,42,14,4,105000.0,420000.0
727,20240421,4,42,46,1,575000.0,575000.0
727,20240421,4,42,47,2,40000.0,80000.0
727,20240421,4,42,55,3,563000.0,1689000.0
727,20240421,4,42,89,2,30000.0,60000.0
728,20240419,4,30,11,1,395000.0,395000.0
728,20240419,4,30,41,1,490000.0,490000.0
728,20240419,4,30,78,1,366000.0,366000.0
728,20240419,4,30,88,1,152000.0,152000.0
728,20240419,4,30,96,2,365000.0,730000.0
729,20240817,5,55,1,2,400000.0,800000.0
729,20240817,5,55,48,1,152000.0,152000.0
729,20240817,5,55,57,1,16000.0,16000.0
729,20240817,5,55,63,2,206000.0,412000.0
729,20240817,5,55,82,1,21000.0,21000.0
730,20241120,4,42,71,1,93000.0,93000.0
731,20240725,4,42,56,5,123000.0,615000.0
732,20241114,2,11,18,1,170000.0,170000.0
732,20241114,2,11,52,5,26000.0,130000.0
732,20241114,2,11,58,1,98000.0,98000.0
732,20241114,2,11,73,1,27000.0,27000.0
732,20241114,2,11,80,2,330000.0,660000.0
733,20241214,4,35,40,2,464000.0,928000.0
733,20241214,4,35,56,2,123000.0,246000.0
734,20240804,3,9,37,1,502000.0,502000.0
735,20241113,3,39,9,2,550000.0,1100000.0
735,20241113,3,39,13,1,526000.0,526000.0
736,20241002,2,26,4,2,473000.0,946000.0
737,20240716,5,43,42,3,88000.0,264000.0
737,20240716,5,43,57,2,16000.0,32000.0
738,20240906,5,55,17,2,31000.0,62000.0
738,20240906,5,55,66,1,342000.0,342000.0
738,20240906,5,55,95,2,187000.0,374000.0
739,20240531,5,70,11,3,395000.0,1185000.0
739,20240531,5,70,28,1,210000.0,210000.0
739,20240531,5,70,70,2,291000.0,582000.0
739,20240531,5,70,84,1,172000.0,172000.0
740,20240711,2,26,7,1,40000.0,40000.0
740,20240711,2,26,13,1,526000.0,526000.0
740,20240711,2,26,45,1,399000.0,399000.0
740,20240711,2,26,86,1,119000.0,119000.0
741,20241016,4,59,11,1,395000.0,395000.0
741,20241016,4,59,14,1,105000.0,105000.0
741,20241016,4,59,15,2,182000.0,364000.0
741,20241016,4,59,29,1,158000.0,158000.0
741,20241016,4,59,91,1,491000.0,491000.0
742,20240912,3,9,49,5,532000.0,2660000.0
742,20240912,3,9,59,1,88000.0,88000.0
742,20240912,3,9,62,5,132000.0,660000.0
742,20240912,3,9,68,1,218000.0,218000.0
743,20240130,1,27,54,2,202000.0,404000.0
743,20240130,1,27,56,5,123000.0,615000.0
743,20240130,1,27,60,2,174000.0,348000.0
743,20240130,1,27,63,1,206000.0,206000.0
743,20240130,1,27,89,1,30000.0,30000.0
744,20240415,2,11,86,2,119000.0,238000.0
745,20241118,4,30,22,2,33000.0,66000.0
746,20240305,5,33,37,1,502000.0,502000.0
746,20240305,5,33,97,1,184000.0,184000.0
747,20240105,4,42,93,1,284000.0,284000.0
748,20240223,2,66,1,1,400000.0,400000.0
748,20240223,2,66,14,1,105000.0,105000.0
748,20240223,2,66,54,1,202000.0,202000.0
748,20240223,2,66,89,1,30000.0,30000.0
749,20241228,2,47,14,2,105000.0,210000.0
749,20241228,2,47,25,2,157000.0,314000.0
749,20241228,2,47,32,2,34000.0,68000.0
749,20241228,2,47,54,2,202000.0,404000.0
750,20240714,3,39,2,2,649000.0,1298000.0
750,20240714,3,39,91,1,491000.0,491000.0
751,20240810,3,9,21,2,43000.0,86000.0
752,20240210,3,9,18,2,170000.0,340000.0
752,20240210,3,9,95,5,187000.0,935000.0
753,20240325,2,11,17,1,31000.0,31000.0
754,20240811,5,55,44,1,464000.0,464000.0
754,20240811,5,55,49,2,532000.0,1064000.0
754,20240811,5,55,81,2,356000.0,712000.0
755,20240825,4,42,72,1,817000.0,817000.0
756,20240511,4,42,8,1,210000.0,210000.0
756,20240511,4,42,42,1,88000.0,88000.0
756,20240511,4,42,55,1,563000.0,563000.0
756,20240511,4,42,67,1,43000.0,43000.0
757,20240218,2,47,87,1,30000.0,30000.0
758,20240417,2,26,53,1,328000.0,328000.0
759,20240215,3,29,2,1,649000.0,649000.0
760,20240410,3,56,43,2,315000.0,630000.0
760,20240410,3,56,51,1,35000.0,35000.0
760,20240410,3,56,98,2,759000.0,1518000.0
761,20241115,5,70,13,5,526000.0,2630000.0
761,20241115,5,70,22,1,33000.0,33000.0
761,20241115,5,70,48,1,152000.0,152000.0
761,20241115,5,70,57,1,16000.0,16000.0
762,20241129,5,43,25,1,157000.0,157000.0
762,20241129,5,43,72,1,817000.0,817000.0
763,20240218,5,70,6,1,212000.0,212000.0
763,20240218,5,70,18,1,170000.0,170000.0
763,20240218,5,70,22,1,33000.0,33000.0
763,20240218,5,70,32,5,34000.0,170000.0
763,20240218,5,70,55,4,563000.0,2252000.0
764,20240413,1,27,48,4,152000.0,608000.0
764,20240413,1,27,73,2,27000.0,54000.0
764,20240413,1,27,74,1,138000.0,138000.0
765,20240107,4,35,25,1,157000.0,157000.0
765,20240107,4,35,71,5,93000.0,465000.0
765,20240107,4,35,94,1,32000.0,32000.0
766,20240719,3,29,45,5,399000.0,1995000.0
766,20240719,3,29,47,1,40000.0,40000.0
766,20240719,3,29,91,2,491000.0,982000.0
767,20240313,4,42,11,1,395000.0,395000.0
767,20240313,4,42,72,1,817000.0,817000.0
768,20240729,5,70,11,1,395000.0,395000.0
768,20240729,5,70,41,1,490000.0,490000.0
768,20240729,5,70,66,3,342000.0,1026000.0
768,20240729,5,70,80,1,330000.0,330000.0
769,20241010,5,43,82,2,21000.0,42000.0
770,20240530,2,26,87,5,30000.0,150000.0
771,20240630,2,47,2,1,649000.0,649000.0
771,20240630,2,47,14,1,105000.0,105000.0
771,20240630,2,47,16,1,63000.0,63000.0
771,20240630,2,47,31,2,130000.0,260000.0
771,20240630,2,47,89,2,30000.0,60000.0
772,20241029,4,59,14,1,105000.0,105000.0
772,20241029,4,59,83,1,103000.0,103000.0
773,20240822,3,56,8,1,210000.0,210000.0
773,20240822,3,56,74,1,138000.0,138000.0
774,20240902,2,47,39,3,332000.0,996000.0
774,20240902,2,47,85,2,109000.0,218000.0
775,20240612,4,30,20,2,694000.0,1388000.0
775,20240612,4,30,48,1,152000.0,152000.0
776,20241201,1,52,95,1,187000.0,187000.0
777,20240629,4,42,45,1,399000.0,399000.0
777,20240629,4,42,61,1,96000.0,96000.0
777,20240629,4,42,80,1,330000.0,330000.0
777,20240629,4,42,93,2,284000.0,568000.0
777,20240629,4,42,94,1,32000.0,32000.0
778,20240521,2,11,11,1,395000.0,395000.0
778,20240521,2,11,23,2,449000.0,898000.0
778,20240521,2,11,53,1,328000.0,328000.0
779,20240521,1,36,36,1,796000.0,796000.0
779,20240521,1,36,67,2,43000.0,86000.0
779,20240521,1,36,72,1,817000.0,817000.0
779,20240521,1,36,76,1,177000.0,177000.0
779,20240521,1,36,92,1,872000.0,872000.0
780,20240505,4,42,10,1,293000.0,293000.0
780,20240505,4,42,67,1,43000.0,43000.0
780,20240505,4,42,71,2,93000.0,186000.0
780,20240505,4,42,88,1,152000.0,152000.0
781,20240611,2,26,14,1,105000.0,105000.0
781,20240611,2,26,20,1,694000.0,694000.0
781,20240611,2,26,36,1,796000.0,796000.0
781,20240611,2,26,53,2,328000.0,656000.0
781,20240611,2,26,89,3,30000.0,90000.0
782,20240417,4,42,41,2,490000.0,980000.0
782,20240417,4,42,85,2,109000.0,218000.0
782,20240417,4,42,86,2,119000.0,238000.0
782,20240417,4,42,91,2,491000.0,982000.0
783,20240331,5,55,58,2,98000.0,196000.0
783,20240331,5,55,59,2,88000.0,176000.0
784,20241007,1,52,53,2,328000.0,656000.0
785,20241217,4,42,9,3,550000.0,1650000.0
785,20241217,4,42,80,2,330000.0,660000.0
785,20241217,4,42,93,1,284000.0,284000.0
785,20241217,4,42,96,1,365000.0,365000.0
786,20241227,4,30,14,2,105000.0,210000.0
786,20241227,4,30,28,1,210000.0,210000.0
786,20241227,4,30,34,5,76000.0,380000.0
786,20241227,4,30,56,1,123000.0,123000.0
787,20241016,4,35,23,2,449000.0,898000.0
788,20241105,4,42,1,5,400000.0,2000000.0
788,20241105,4,42,26,1,772000.0,772000.0
788,20241105,4,42,28,5,210000.0,1050000.0
789,20240130,5,43,6,1,212000.0,212000.0
789,20240130,5,43,11,2,395000.0,790000.0
789,20240130,5,43,39,1,332000.0,332000.0
789,20240130,5,43,89,2,30000.0,60000.0
789,20240130,5,43,94,2,32000.0,64000.0
790,20241204,3,29,15,1,182000.0,182000.0
790,20241204,3,29,34,2,76000.0,152000.0
791,20240914,4,59,1,1,400000.0,400000.0
792,20241202,3,29,19,1,249000.0,249000.0
792,20241202,3,29,35,1,645000.0,645000.0
792,20241202,3,29,54,1,202000.0,202000.0
792,20241202,3,29,60,5,174000.0,870000.0
792,20241202,3,29,80,2,330000.0,660000.0
793,20241216,3,9,62,1,132000.0,132000.0
794,20241222,2,66,1,2,400000.0,800000.0
794,20241222,2,66,9,4,550000.0,2200000.0
794,20241222,2,66,52,1,26000.0,26000.0
794,20241222,2,66,76,1,177000.0,177000.0
795,20240206,1,7,10,1,293000.0,293000.0
795,20240206,1,7,65,2,218000.0,436000.0
796,20240626,1,7,41,2,490000.0,980000.0
797,20240327,2,47,12,2,669000.0,1338000.0
797,20240327,2,47,14,2,105000.0,210000.0
797,20240327,2,47,59,1,88000.0,88000.0
797,20240327,2,47,86,2,119000.0,238000.0
798,20240603,3,56,55,1,563000.0,563000.0
799,20241129,4,35,14,2,105000.0,210000.0
800,20241231,3,56,8,2,210000.0,420000.0
800,20241231,3,56,15,1,182000.0,182000.0
800,20241231,3,56,43,1,315000.0,315000.0
800,20241231,3,56,57,1,16000.0,16000.0
801,20240323,1,52,67,1,43000.0,43000.0
801,20240323,1,52,69,1,431000.0,431000.0
801,20240323,1,52,86,1,119000.0,119000.0
801,20240323,1,52,100,2,383000.0,766000.0
802,20240711,5,55,18,1,170000.0,170000.0
802,20240711,5,55,35,3,645000.0,1935000.0
802,20240711,5,55,43,5,315000.0,1575000.0
802,20240711,5,55,44,1,464000.0,464000.0
803,20241217,2,66,26,2,772000.0,1544000.0
804,20240820,4,59,15,4,182000.0,728000.0
804,20240820,4,59,50,5,176000.0,880000.0
804,20240820,4,59,65,2,218000.0,436000.0
804,20240820,4,59,71,3,93000.0,279000.0
804,20240820,4,59,86,1,119000.0,119000.0
805,20240427,1,52,19,2,249000.0,498000.0
806,20240403,2,47,14,1,105000.0,105000.0
806,20240403,2,47,36,1,796000.0,796000.0
806,20240403,2,47,65,2,218000.0,436000.0
807,20240209,2,66,12,2,669000.0,1338000.0
807,20240209,2,66,28,2,210000.0,420000.0
807,20240209,2,66,54,5,202000.0,1010000.0
808,20240109,5,70,25,4,157000.0,628000.0
808,20240109,5,70,62,1,132000.0,132000.0
809,20240114,3,39,9,1,550000.0,550000.0
809,20240114,3,39,26,2,772000.0,1544000.0
809,20240114,3,39,32,2,34000.0,68000.0
809,20240114,3,39,51,2,35000.0,70000.0
809,20240114,3,39,79,1,342000.0,342000.0
810,20240911,5,33,66,2,342000.0,684000.0
811,20241117,3,9,13,2,526000.0,1052000.0
811,20241117,3,9,26,1,772000.0,772000.0
811,20241117,3,9,49,2,532000.0,1064000.0
811,20241117,3,9,62,1,132000.0,132000.0
811,20241117,3,9,88,2,152000.0,304000.0
812,20240607,5,43,63,1,206000.0,206000.0
813,20240519,3,39,8,5,210000.0,1050000.0
813,20240519,3,39,94,1,32000.0,32000.0
814,20240505,5,33,4,2,473000.0,946000.0
814,20240505,5,33,22,1,33000.0,33000.0
815,20240113,4,42,45,2,399000.0,798000.0
816,20241231,4,35,8,1,210000.0,210000.0
816,20241231,4,35,22,2,33000.0,66000.0
816,20241231,4,35,71,2,93000.0,186000.0
816,20241231,4,35,74,1,138000.0,138000.0
816,20241231,4,35,82,1,21000.0,21000.0
817,20240225,4,42,2,2,649000.0,1298000.0
817,20240225,4,42,40,1,464000.0,464000.0
818,20240912,4,59,9,3,550000.0,1650000.0
818,20240912,4,59,39,5,332000.0,1660000.0
819,20240729,1,27,85,1,109000.0,109000.0
820,20240403,1,7,18,1,170000.0,170000.0
821,20240126,4,35,39,4,332000.0,1328000.0
821,20240126,4,35,88,3,152000.0,456000.0
822,20240927,1,27,13,2,526000.0,1052000.0
822,20240927,1,27,26,1,772000.0,772000.0
822,20240927,1,27,42,4,88000.0,352000.0
822,20240927,1,27,82,3,21000.0,63000.0
822,20240927,1,27,93,1,284000.0,284000.0
823,20240102,5,70,7,2,40000.0,80000.0
823,20240102,5,70,80,1,330000.0,330000.0
823,20240102,5,70,84,2,172000.0,344000.0
823,20240102,5,70,97,1,184000.0,184000.0
823,20240102,5,70,99,2,660000.0,1320000.0
824,20241007,5,43,17,4,31000.0,124000.0
824,20241007,5,43,72,1,817000.0,817000.0
825,20240524,3,29,5,2,498000.0,996000.0
825,20240524,3,29,9,1,550000.0,550000.0
825,20240524,3,29,57,1,16000.0,16000.0
826,20240127,3,56,62,1,132000.0,132000.0
826,20240127,3,56,80,1,330000.0,330000.0
827,20240120,4,30,10,4,293000.0,1172000.0
827,20240120,4,30,96,2,365000.0,730000.0
828,20240306,4,35,4,2,473000.0,946000.0
828,20240306,4,35,22,1,33000.0,33000.0
828,20240306,4,35,35,1,645000.0,645000.0
828,20240306,4,35,49,4,532000.0,2128000.0
829,20241119,5,33,1,1,400000.0,400000.0
829,20241119,5,33,44,1,464000.0,464000.0
829,20241119,5,33,63,2,206000.0,412000.0
830,20240112,3,9,74,2,138000.0,276000.0
830,20240112,3,9,100,4,383000.0,1532000.0
831,20240904,1,52,83,2,103000.0,206000.0
831,20240904,1,52,92,2,872000.0,1744000.0
832,20240117,2,11,4,1,473000.0,473000.0
832,20240117,2,11,13,1,526000.0,526000.0
832,20240117,2,11,57,2,16000.0,32000.0
833,20241012,5,55,16,2,63000.0,126000.0
833,20241012,5,55,92,3,872000.0,2616000.0
834,20241122,4,35,6,2,212000.0,424000.0
835,20240817,1,7,74,2,138000.0,276000.0
836,20240325,1,27,29,2,158000.0,316000.0
836,20240325,1,27,45,2,399000.0,798000.0
836,20240325,1,27,49,2,532000.0,1064000.0
836,20240325,1,27,56,4,123000.0,492000.0
836,20240325,1,27,95,4,187000.0,748000.0
837,20240518,3,39,34,2,76000.0,152000.0
837,20240518,3,39,35,4,645000.0,2580000.0
838,20240427,3,29,6,2,212000.0,424000.0
838,20240427,3,29,7,1,40000.0,40000.0
838,20240427,3,29,32,1,34000.0,34000.0
838,20240427,3,29,76,2,177000.0,354000.0
838,20240427,3,29,84,2,172000.0,344000.0
839,20240425,4,30,11,2,395000.0,790000.0
839,20240425,4,30,23,1,449000.0,449000.0
839,20240425,4,30,29,2,158000.0,316000.0
839,20240425,4,30,87,1,30000.0,30000.0
840,20240319,2,11,57,2,16000.0,32000.0
840,20240319,2,11,79,1,342000.0,342000.0
840,20240319,2,11,86,4,119000.0,476000.0
841,20240524,3,39,100,1,383000.0,383000.0
842,20240410,2,26,66,2,342000.0,684000.0
843,20240420,2,47,7,2,40000.0,80000.0
843,20240420,2,47,11,2,395000.0,790000.0
844,20241103,2,11,72,1,817000.0,817000.0
844,20241103,2,11,73,2,27000.0,54000.0
845,20241116,2,66,1,1,400000.0,400000.0
845,20241116,2,66,21,4,43000.0,172000.0
845,20241116,2,66,61,2,96000.0,192000.0
845,20241116,2,66,65,2,218000.0,436000.0
845,20241116,2,66,80,2,330000.0,660000.0
846,20241225,1,27,48,1,152000.0,152000.0
847,20241105,3,39,28,2,210000.0,420000.0
847,20241105,3,39,32,2,34000.0,68000.0
848,20240720,1,36,19,1,249000.0,249000.0
848,20240720,1,36,21,2,43000.0,86000.0
848,20240720,1,36,50,1,176000.0,176000.0
848,20240720,1,36,63,1,206000.0,206000.0
848,20240720,1,36,66,1,342000.0,342000.0
849,20240707,3,56,75,1,29000.0,29000.0
850,20240815,5,43,4,4,473000.0,1892000.0
850,20240815,5,43,13,2,526000.0,1052000.0
851,20240909,4,59,10,1,293000.0,293000.0
851,20240909,4,59,12,2,669000.0,1338000.0
851,20240909,4,59,79,1,342000.0,342000.0
852,20240425,4,59,8,1,210000.0,210000.0
853,20240703,2,66,79,5,342000.0,1710000.0
853,20240703,2,66,86,1,119000.0,119000.0
854,20240531,1,27,9,2,550000.0,1100000.0
854,20240531,1,27,13,1,526000.0,526000.0
854,20240531,1,27,31,4,130000.0,520000.0
854,20240531,1,27,50,2,176000.0,352000.0
854,20240531,1,27,57,1,16000.0,16000.0
855,20240224,4,59,14,1,105000.0,105000.0
855,20240224,4,59,74,2,138000.0,276000.0
856,20240418,4,59,9,1,550000.0,550000.0
857,20240524,1,52,69,2,431000.0,862000.0
857,20240524,1,52,76,1,177000.0,177000.0
858,20240813,5,43,61,2,96000.0,192000.0
858,20240813,5,43,81,1,356000.0,356000.0
858,20240813,5,43,82,2,21000.0,42000.0
859,20241225,3,39,18,1,170000.0,170000.0
860,20240619,1,36,91,5,491000.0,2455000.0
861,20241117,3,56,57,1,16000.0,16000.0
862,20240610,4,42,40,1,464000.0,464000.0
862,20240610,4,42,63,2,206000.0,412000.0
863,20240306,1,27,42,2,88000.0,176000.0
863,20240306,1,27,78,4,366000.0,1464000.0
863,20240306,1,27,90,4,202000.0,808000.0
863,20240306,1,27,94,2,32000.0,64000.0
864,20240202,1,52,13,1,526000.0,526000.0
865,20240312,3,39,7,1,40000.0,40000.0
865,20240312,3,39,58,2,98000.0,196000.0
865,20240312,3,39,59,4,88000.0,352000.0
865,20240312,3,39,88,1,152000.0,152000.0
865,20240312,3,39,96,2,365000.0,730000.0
866,20240708,5,55,8,1,210000.0,210000.0
866,20240708,5,55,23,2,449000.0,898000.0
867,20240623,3,29,9,1,550000.0,550000.0
867,20240623,3,29,35,2,645000.0,1290000.0
867,20240623,3,29,36,2,796000.0,1592000.0
867,20240623,3,29,52,2,26000.0,52000.0
867,20240623,3,29,68,1,218000.0,218000.0
868,20241025,1,7,13,1,526000.0,526000.0
868,20241025,1,7,48,3,152000.0,456000.0
868,20241025,1,7,57,1,16000.0,16000.0
868,20241025,1,7,77,1,307000.0,307000.0
868,20241025,1,7,92,2,872000.0,1744000.0
